,year,month,day,Brazil,Côte d'Ivoire,Netherlands,Paraguay,Russia,South Korea,Spain,Sweden,United States,Italy,Sri Lanka,Thailand,United Kingdom,Afghanistan,Albania,American Samoa,Argentina,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cuba,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Fiji,Finland,France,French Guiana,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyzstan,Laos,Latvia,Lebanon,Luxembourg,Macao,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Poland,Portugal,Reunion,Romania,Samoa,Senegal,Serbia,Slovakia,South Africa,Sudan,Suriname,Switzerland,Taiwan,Tajikistan,Tanzania,Turkey,Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,"Virgin Islands, U.S.",Zimbabwe,Bulgaria,Wallis and Futuna,Algeria,Angola,Benin,Bosnia and Herzegovina,Botswana,Burkina Faso,Burundi,Chad,Croatia,Democratic Republic of the Congo,Ethiopia,Guinea,Isle of Man,Liberia,Lithuania,Mauritania,Palestina,Republic of Congo,Slovenia,Somalia,South Sudan,Syria,Togo,Tunisia,Yemen,Zambia,Bhutan,Central African Republic,Djibouti,Equatorial Guinea,Eritrea,Faroe Islands,Gambia,Guinea-Bissau,Madagascar,North Korea,Rwanda,Sierra Leone,Swaziland,São Tomé and Príncipe,Timor-Leste,Vanuatu,Solomon Islands,Saint Helena
168,2013,6,18,178087,221,1850,5220,7903,3982,9807,1058,743472,2696,187,13024,16874,8,2,1,26081,4899,96,50,115,217,540,112,152,70,111,23275,15704,876,25902,2957,8,100,117,12974,6750,2578,2113,40,17,168,15386,71,24,14,1476,398,263,1730,2726,75,180,1893,72,51,2528,190055,60,82,30868,203,170,265,129,38,30,166,417,19,27,14,32929,2,2302,65449,151,431,17,61,10,152,1,804,1394,2,1137,252,491,214,5262,6,3539,15029,151,1422,22,34,12,445,171,11,1288,118,162,604,489,2,47,8548,24,499,766,81,15594,324,275,5,43,0,154,9,22,16,23,41,4,1,17,4,2,1,7,4,24,7,145,6,8,10,1,22,14,37,29,16,1,0,5,0,0,1,1,0,15,0,2,0,0,0,2,3,0,0
169,2013,6,19,6,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2013,6,20,2,1,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2013,6,21,3,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2013,6,22,9,1,1,1,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2013,6,23,2,0,0,1,0,0,1,0,10,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2013,6,24,4,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2013,6,25,566153,3047,71560,17252,118944,26840,250571,23169,2233343,68575,1090,77781,403769,180,128,7,80209,26771,4018,1494,609,6485,14105,572,605,439,2084,84063,47217,8627,74559,9008,41,2142,4535,36267,17432,17220,6514,1411,104,3832,268885,457,374,434,25418,5261,7378,3719,8484,392,601,4344,2366,472,20783,1047057,667,2845,232890,3829,2264,4590,1223,1164,182,5284,5816,325,233,475,248618,685,5795,157582,1421,3120,892,259,550,425,13,4529,3006,421,20934,6436,4250,3502,12401,57,11309,110338,6992,8808,409,1332,42,1182,2647,391,25839,1884,535,11680,2560,12,1123,278518,1121,14168,2660,523,42831,2128,1046,276,1534,0,3153,232,425,534,538,50,25,204,1205,229,138,47,342,37,536,749,1271,147,351,30,16,505,381,1142,526,473,24,9,17,20,3,10,23,1,49,17,111,2,14,0,45,21,0,0
176,2013,6,26,554747,2626,71963,15890,115401,23817,250150,23082,2219566,66683,1315,76809,400757,193,116,6,71647,35297,3785,1944,969,6552,13146,570,676,372,2167,80525,48411,8398,74057,9391,55,2371,4162,37194,16737,24238,6278,1331,139,3675,263868,570,334,440,25442,6177,7218,4248,7691,234,781,4718,2462,427,19243,1085547,568,2713,215246,3883,2204,4525,1257,1204,243,6105,6058,291,301,328,221405,604,5804,191333,2130,3074,975,305,690,613,17,4584,3436,380,23859,6675,3925,3343,11588,39,11153,102394,6851,8995,336,1254,27,1573,2826,381,26936,1808,706,11874,2548,158,1324,260935,1008,14595,3541,470,44100,2009,462,200,1538,0,3237,546,286,461,639,81,11,205,1046,280,136,137,260,10,505,653,989,211,365,90,5,488,255,1051,637,470,17,1,8,18,0,19,36,2,76,22,116,12,26,2,39,20,0,0
177,2013,6,27,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2013,6,28,483933,2444,74511,17245,119978,24806,238329,22895,2000479,67427,1029,83679,422141,159,124,1,66438,24202,3747,1965,1058,6771,15257,416,685,360,2024,75337,41717,7025,64707,7745,30,2658,4368,30935,13622,16978,5385,1614,99,4366,241949,233,216,439,25829,5748,7645,2987,7149,177,796,4189,2385,510,18248,1071330,731,3010,214259,4647,2333,4333,1727,1286,238,6219,5774,277,278,350,232642,591,4361,151707,1215,3731,1207,321,562,490,16,4251,3145,448,24381,6735,3552,3526,9576,25,9872,107770,7601,7944,311,1383,24,1119,3644,398,27533,1596,522,10714,2872,14,1146,281530,934,15371,2249,453,36255,1874,524,306,1907,0,3437,460,698,633,429,80,7,230,1101,231,139,69,336,14,460,752,1330,349,505,61,30,536,243,1150,687,492,36,2,7,17,0,16,31,0,61,4,103,5,25,0,39,10,0,0
179,2013,6,29,216220,1195,28941,6831,39152,3148,103589,8969,781022,27023,135,10487,185392,35,86,2,28787,3497,1672,1055,219,2486,6826,231,107,29,895,33980,20554,1450,27488,3728,20,933,1718,13616,5994,8037,2123,504,14,1442,106728,190,69,147,10417,2326,3128,1240,2932,115,229,1679,1070,213,4463,155910,237,1300,35891,2032,599,1261,1113,267,16,2425,2512,59,24,155,32315,283,1915,67675,107,1977,604,38,247,66,1,1141,1590,143,9741,3269,1699,1362,4213,4,4455,12279,2813,3890,133,665,9,685,1241,240,7365,738,344,5466,294,3,359,133999,381,6086,1088,147,16558,368,171,134,649,0,1362,396,214,258,177,36,6,86,428,176,59,60,130,5,253,309,453,84,250,11,6,273,119,430,340,225,13,0,8,1,5,19,9,0,12,0,47,11,20,0,2,2,0,0
180,2013,6,30,746688,3403,74674,19669,112064,35353,341201,24596,2392063,70915,1455,100839,494787,171,234,2,81065,28768,3650,1974,649,6029,14312,743,861,460,2141,97772,66925,6607,82703,12524,33,2585,4558,42245,19848,24876,8660,1173,167,3726,287880,675,188,383,25584,6770,8152,4446,10527,344,1275,6098,3203,623,21684,1301323,759,2777,293115,4651,2336,4815,2058,886,227,5695,6453,437,261,434,256449,695,5491,276621,1271,4912,1226,239,816,471,25,4799,4852,560,30870,7845,4687,4456,14957,25,14078,164151,7798,10397,228,1627,30,1445,2970,497,26608,1548,584,13026,3164,256,1283,290047,993,16282,4231,430,53967,2269,664,447,1976,0,3778,425,759,686,515,82,15,239,1414,407,114,58,406,8,843,838,1140,297,582,27,20,664,288,1617,518,754,56,4,8,21,3,31,34,0,61,4,62,27,38,0,33,10,1,0
181,2013,7,1,684182,3718,71357,19931,113012,29220,278955,24767,2603679,68219,1162,83928,434592,134,145,1,87939,27580,3629,1762,627,6677,14663,550,832,387,2258,93046,59229,6692,75434,10108,57,2698,4358,40120,19232,25225,6562,1149,100,3451,280731,487,565,373,24625,7407,8085,4358,9261,727,737,4973,2786,452,18357,1208733,696,2536,235598,4264,2229,4747,1640,975,201,6409,6318,344,218,321,231441,811,5634,176937,1131,4452,869,302,791,501,11,5227,4385,447,25981,7133,4702,3469,12221,31,11861,117208,7146,11139,388,1432,16,1876,3097,576,24000,1880,779,11488,2572,219,1272,276008,746,15922,2600,430,49240,2054,910,426,1864,0,3938,398,689,860,656,48,7,215,1238,401,144,76,323,18,583,1000,1015,222,430,28,13,705,426,1963,430,483,45,4,5,20,1,24,30,1,37,11,93,23,17,0,24,19,3,0
182,2013,7,2,657418,3516,70822,21606,114385,29610,265708,25429,2477830,69351,1369,83431,438881,151,126,1,87688,28310,3702,1536,673,6828,14539,614,624,314,1885,85227,53736,8409,78314,9521,65,2454,4298,41936,17161,28585,6761,1216,95,3259,284484,974,379,413,25122,6169,8484,3964,7948,364,709,4836,2418,487,18894,1228612,842,2516,234964,4989,2330,5207,2047,1231,214,6070,5913,358,265,323,227110,633,5493,171299,1037,4642,1097,256,810,483,35,4740,3471,440,25216,7068,4949,2997,13173,42,11824,113155,6986,11177,350,1248,16,1426,3043,446,26294,1322,877,11264,2709,46,1322,279812,961,15375,3098,520,47810,1695,891,253,1953,0,2812,256,746,640,468,63,16,157,1321,438,206,82,359,26,491,644,1217,245,531,36,18,506,338,1607,459,543,60,5,16,21,0,39,71,0,75,2,98,9,60,0,33,11,1,0
183,2013,7,3,696310,3102,71344,22377,117049,29779,272613,25213,2504448,70606,1157,82047,459893,276,173,1,90867,28291,3852,1705,504,7408,15237,707,697,342,1705,86340,55844,8313,89337,10183,47,2433,4627,42964,18412,31379,6351,1165,110,3452,293706,855,472,406,25342,5670,8896,4146,8027,397,801,4738,2518,464,17696,896133,724,2666,244482,5944,2249,8802,2118,1421,245,6134,6057,329,247,391,223807,646,5359,171603,1046,4495,1162,219,1023,520,27,4938,3638,301,25046,6934,5108,3146,12689,23,13209,114374,7553,11378,293,1225,15,1567,2951,399,25562,1576,660,12494,2722,25,1305,287974,1197,15376,3578,400,50918,2049,766,238,2005,0,2623,217,490,625,438,96,8,133,1411,350,103,172,355,34,594,666,1228,351,558,23,11,493,369,1494,426,613,19,6,20,44,1,12,20,0,50,5,85,30,90,0,36,16,0,1
184,2013,7,4,713175,3347,71437,18993,118959,28619,275628,25933,2406305,74783,1072,82616,446811,241,176,1,89452,29542,3785,1621,604,6510,14875,660,758,385,2066,97342,52332,8087,84583,10457,41,2572,4699,44006,18931,23732,6404,1460,124,3878,294962,978,228,502,26864,5466,9180,4649,7892,366,823,4849,2359,457,18960,1218241,695,2730,244392,5090,2342,8597,2010,1126,232,7023,5782,375,315,391,227914,815,5619,179803,1277,4950,748,239,689,434,15,5367,3731,476,25135,7407,4419,3908,13836,21,12435,113043,8693,12729,332,1554,35,1607,3197,370,26752,1636,689,11879,2847,53,1038,291266,1010,15416,3667,346,49938,2204,890,241,2012,0,4230,247,748,857,526,81,34,240,1705,443,79,114,343,37,648,864,1017,329,497,26,14,616,318,1535,630,528,30,2,22,98,0,30,57,0,46,8,71,30,48,0,30,21,9,0
185,2013,7,5,699364,2870,73423,19945,120807,27801,273752,26554,2259049,71457,1134,89898,462334,158,159,6,88583,31043,3965,1700,564,6732,14797,677,900,407,2308,104386,54200,7609,84979,10371,54,2675,4983,46729,19015,26836,6556,1517,110,4286,291418,770,369,537,26862,5580,9552,4525,7767,333,729,4875,2911,417,19123,1276632,615,2448,257791,6293,2463,6921,1882,910,237,7370,6083,516,288,394,248612,819,5969,209164,1178,5011,873,221,682,624,24,5397,4191,494,25218,6885,4388,3902,13026,25,12663,124340,8642,12216,506,1464,29,1600,3556,473,29641,1801,681,11628,3113,29,1207,309225,1000,16417,3869,384,50625,2025,541,303,2367,0,3975,138,493,769,652,26,14,256,1645,395,73,87,437,26,678,864,1077,306,583,39,8,575,263,1580,595,462,30,4,16,34,1,24,36,1,30,9,68,23,87,1,25,32,10,0
186,2013,7,6,647572,2915,68318,19391,120306,31058,266714,26004,2423408,67541,1049,112147,425232,234,211,2,79529,32829,3838,1961,459,7119,15540,554,810,463,1445,94565,48704,7355,80605,9928,49,2610,5144,43916,17284,22239,6949,1397,143,3939,248754,1061,307,544,27362,6130,10004,3896,8206,390,707,5227,2567,475,19232,1277848,618,2337,298624,5597,3036,4965,2052,966,261,7233,5710,384,373,406,253743,586,4524,182950,1215,4433,1039,193,730,571,9,5573,3855,476,25392,6496,4262,3952,12501,90,12582,154424,8165,13046,328,1507,35,1525,3868,395,28059,1648,775,11495,3438,211,1105,323270,873,16662,3639,344,47040,2049,937,209,2078,0,4052,217,395,648,826,69,20,252,1566,286,97,75,548,20,785,805,1028,137,720,38,25,534,281,1554,628,557,23,5,14,72,2,46,37,0,154,6,75,35,89,0,45,23,0,0
187,2013,7,7,676688,2420,67234,19140,96093,11426,281680,25922,2440269,69264,312,34679,518379,70,135,4,84069,13124,3680,1692,94,6658,13946,504,367,169,1677,97953,61367,2595,79693,9904,32,2333,4383,43717,18185,23407,7397,1277,49,3493,275985,758,488,493,26105,7267,10722,4160,7954,259,763,5497,2468,397,5631,497136,539,2822,109087,4989,574,5556,2236,174,82,6599,6256,280,78,380,85799,947,5047,227018,340,4664,875,78,814,156,6,2375,3890,403,28689,6996,4661,844,12564,19,12954,62655,7711,11900,641,1459,31,1284,4019,408,26221,1775,617,11214,1315,3,1206,304129,840,16304,3629,69,46299,820,1230,240,1997,0,4028,206,586,543,877,44,8,202,1528,510,47,97,691,21,854,712,1209,165,558,10,11,565,184,1965,503,522,6,5,21,19,0,52,27,0,139,2,110,38,79,0,10,16,0,0
188,2013,7,8,651661,2498,65799,19240,92033,0,284354,24549,2552468,69726,0,1,413951,0,191,4,87529,0,3895,1839,0,6550,13698,508,0,0,1215,93049,50065,0,77285,9391,75,2283,4061,40873,18241,24847,7830,1358,0,3912,281985,897,328,442,25106,5124,9922,4762,7587,437,819,4649,2527,397,0,4,548,2378,1,4586,224,5485,2409,0,0,6273,5968,318,0,183,1,785,5058,205563,6,4797,1158,0,694,0,0,0,4365,371,26301,7167,4680,0,14575,0,11963,0,6522,12126,654,1464,8,1464,3140,501,24143,1552,574,11460,0,0,939,298960,765,14888,2934,2,47139,0,1003,220,1976,0,3920,155,408,756,605,36,8,217,1385,457,175,92,449,16,586,709,1439,194,419,39,15,605,211,1756,643,532,0,16,37,35,1,6,14,2,74,0,89,34,83,0,0,0,0,0
189,2013,7,9,629740,2555,62378,19346,91233,6672,268989,24434,2443455,61072,288,20129,400578,131,199,0,79845,4662,3749,1177,236,5625,13512,459,178,104,1299,85291,49809,1165,69613,9397,64,2550,3675,42891,15551,18147,5945,1307,18,3637,272517,784,294,390,23114,5949,9129,4540,7399,374,1136,4396,2606,412,5636,467946,457,2187,49920,4440,1012,4294,2186,172,43,5614,5396,275,43,333,86998,981,5694,149251,273,4775,1023,34,835,131,16,889,4581,366,25366,6725,4013,1661,12756,4,10973,22447,6292,12216,466,1374,12,1814,2722,434,25280,1527,482,11580,735,8,1171,258516,798,14067,3178,96,43558,557,1254,253,1389,0,3324,126,388,564,601,41,10,188,1260,268,223,79,390,12,418,661,1115,221,541,91,20,717,264,1767,413,490,7,0,25,92,1,4,71,0,97,18,124,11,39,2,4,10,0,0
190,2013,7,10,646541,2207,64499,21826,107524,22923,266581,25378,2423315,63984,818,75436,403687,156,203,0,81915,26150,3441,1392,453,5661,14229,532,602,333,1669,83293,52790,4101,72229,9483,32,2553,4554,52212,16123,17194,5473,1244,117,3642,271129,898,247,472,23644,6656,8678,4302,7670,374,963,4464,2424,440,15832,1280080,590,2233,196470,4597,1851,4642,2502,439,125,5386,5554,375,214,334,226757,820,4462,151354,926,5359,862,160,857,314,72,3850,3470,271,25316,6765,3608,3388,11725,22,11807,105912,5998,12325,449,1283,24,1963,3252,361,25580,1907,581,11244,2406,38,914,267793,820,14508,4614,332,44064,1805,1423,277,1676,0,3594,178,455,600,630,75,8,190,1214,293,136,100,386,15,489,650,1314,274,481,50,22,902,310,1732,507,562,22,9,5,96,0,4,167,0,135,21,124,15,11,1,38,16,0,0
191,2013,7,11,688722,2497,63435,18977,107440,21604,265345,24280,2443752,63703,908,76100,392546,206,279,1,84222,27561,3568,1469,552,5980,14071,549,628,309,1679,85932,51540,4732,69250,9769,43,2320,4237,44845,15709,16218,5799,1267,99,3555,263750,670,259,393,23072,5527,8628,4014,7797,402,937,4571,2333,508,15906,1250151,450,2168,191988,4082,1900,4523,2799,445,131,6121,4999,364,189,356,227204,812,5231,151918,998,5498,1010,172,924,352,54,3792,4007,290,25168,7509,3961,3857,12121,31,11459,105175,6438,13250,319,1331,32,2029,2945,325,26344,1564,683,10512,2644,68,935,275965,778,14906,3525,326,47343,1889,806,325,1649,0,3984,138,321,619,586,87,17,175,1125,226,174,161,356,9,539,713,1266,169,519,55,17,582,347,1746,309,762,23,5,16,21,0,17,114,0,89,17,95,18,3,0,31,23,0,0
192,2013,7,12,2,0,0,0,0,1,2,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2013,7,13,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2013,7,14,3,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2013,7,15,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2013,7,16,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2013,7,17,2,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2013,7,18,2,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2013,7,19,679285,2815,55973,16717,107793,21789,247244,22642,2341097,62768,1187,85383,401414,217,158,2,72091,25918,3151,1330,407,5490,15108,581,568,700,1437,75747,56671,4098,67550,8526,53,2517,4137,41315,15520,16843,6076,1119,90,3672,261515,747,194,454,22581,6252,9356,4028,6622,218,961,4368,2248,384,15431,1104821,452,2113,199564,4395,1775,4274,2611,415,185,6291,4935,353,294,246,223743,570,5791,156822,940,5336,952,294,619,461,22,4156,4131,72,27770,7677,3745,4462,9834,36,12400,108229,6233,12898,613,1171,33,1784,2924,300,23864,1378,565,11211,2432,9,931,302162,798,14422,3920,431,41061,2187,486,270,1845,0,1827,262,480,514,717,264,11,6,1566,396,115,77,365,10,566,133,1151,386,647,80,8,382,178,1428,537,500,41,1,11,162,0,3,73,0,50,17,63,44,5,1,32,35,35,0
200,2013,7,20,649095,2678,55142,16713,101075,24702,242869,23319,2195788,61264,1185,100988,385873,230,194,1,62644,25752,3091,1233,490,5100,14528,654,598,483,1143,70810,52596,4221,74176,8228,33,2371,3942,40951,14996,15762,6411,1290,93,3436,243007,701,171,434,22890,5734,9040,4854,6779,194,986,4354,2176,336,16895,1108930,433,2490,227314,4099,1733,3854,2739,450,238,5817,4805,304,257,218,227526,318,4881,155168,710,5779,858,276,546,521,34,4492,3704,76,31699,7427,4236,4370,12018,40,12254,133864,5406,13181,917,1201,16,1496,2940,320,23569,1353,496,9874,2563,68,845,308633,1081,14337,3738,539,37873,2263,590,220,1823,0,2001,211,515,492,675,373,3,3,2121,318,141,87,356,12,518,227,1270,294,334,118,16,182,187,1680,468,756,27,2,32,23,1,9,22,0,51,61,48,12,18,0,32,29,0,0
